enrollment_id,enrollment_date,user_id,course_id
5752,2024-10-01,2888,C001
5753,2024-10-12,2888,C002
5754,2024-11-16,2889,C001
5755,2024-02-27,2890,C001
5756,2024-10-04,2891,C006
5757,2024-10-18,2891,C003
5758,2024-12-26,2892,C008
5759,2024-04-15,2892,C001
5760,2024-11-21,2893,C002
5761,2024-03-26,2894,C005
5762,2024-10-12,2894,C001
5763,2024-11-20,2894,C008
5764,2024-07-25,2895,C007
5765,2024-05-04,2895,C001
5766,2024-12-11,2896,C004
5767,2024-06-06,2896,C002
5768,2024-02-12,2896,C008
5769,2024-11-06,2897,C001
5770,2024-08-15,2897,C007
5771,2024-07-20,2898,C004
5772,2024-09-09,2899,C008
5773,2024-10-11,2899,C001
5774,2024-02-07,2899,C005
5775,2024-01-14,2900,C002
5776,2024-04-07,2900,C008
5777,2024-10-07,2901,C004
5778,2024-10-23,2901,C006
5779,2024-01-25,2902,C004
5780,2024-05-09,2902,C007
5781,2024-06-21,2903,C007
5782,2024-07-07,2903,C001
5783,2024-08-24,2903,C003
5784,2024-08-16,2904,C003
5785,2024-06-08,2905,C003
5786,2024-03-18,2906,C002
5787,2024-10-15,2906,C007
5788,2024-07-04,2906,C003
5789,2024-07-03,2907,C005
5790,2024-12-28,2907,C004
5791,2024-03-15,2907,C003
5792,2024-01-26,2908,C001
5793,2024-11-07,2908,C003
5794,2024-10-07,2909,C001
5795,2024-07-28,2909,C007
5796,2024-04-02,2910,C003
5797,2024-07-12,2911,C008
5798,2024-03-17,2912,C002
5799,2024-08-22,2913,C001
5800,2024-12-15,2913,C007
5801,2024-03-03,2913,C006
5802,2024-03-28,2914,C002
5803,2024-07-09,2915,C008
5804,2024-02-06,2916,C006
5805,2024-08-23,2917,C003
5806,2024-04-19,2917,C004
5807,2024-02-07,2918,C005
5808,2024-12-09,2919,C002
5809,2024-07-04,2919,C008
5810,2024-08-10,2919,C007
5811,2024-12-23,2920,C007
5812,2024-07-16,2920,C006
5813,2024-02-27,2920,C005
5814,2024-12-11,2921,C001
5815,2024-07-19,2921,C002
5816,2024-12-11,2922,C007
5817,2024-05-13,2922,C001
5818,2024-09-18,2923,C003
5819,2024-02-06,2924,C002
5820,2024-10-24,2924,C003
5821,2024-06-13,2925,C008
5822,2024-02-20,2926,C008
5823,2024-10-26,2926,C001
5824,2024-10-02,2927,C008
5825,2024-02-07,2927,C006
5826,2024-11-02,2928,C006
5827,2024-12-13,2929,C008
5828,2024-05-22,2929,C005
5829,2024-10-03,2930,C003
5830,2024-04-23,2930,C002
5831,2024-06-13,2930,C008
5832,2024-02-10,2931,C008
5833,2024-03-15,2931,C004
5834,2024-08-03,2932,C008
5835,2024-06-16,2932,C002
5836,2024-05-05,2932,C001
5837,2024-04-09,2933,C007
5838,2024-05-12,2933,C005
5839,2024-02-28,2934,C004
5840,2024-01-11,2934,C008
5841,2024-02-07,2934,C006
5842,2024-06-24,2935,C002
5843,2024-06-04,2935,C001
5844,2024-07-28,2935,C007
5845,2024-02-21,2936,C005
5846,2024-02-05,2937,C006
5847,2024-04-25,2937,C003
5848,2024-03-26,2938,C003
5849,2024-10-26,2938,C007
5850,2024-09-20,2939,C007
5851,2024-03-04,2939,C003
5852,2024-07-11,2939,C002
5853,2024-01-28,2940,C007
5854,2024-05-03,2941,C001
5855,2024-12-12,2941,C004
5856,2024-03-08,2942,C008
5857,2024-09-15,2943,C006
5858,2024-06-24,2943,C003
5859,2024-09-05,2943,C002
5860,2024-11-26,2944,C004
5861,2024-12-10,2944,C006
5862,2024-12-05,2944,C001
5863,2024-02-01,2945,C001
5864,2024-04-04,2945,C004
5865,2024-05-05,2945,C006
5866,2024-07-12,2946,C001
5867,2024-04-20,2947,C001
5868,2024-10-11,2948,C006
5869,2024-11-08,2949,C007
5870,2024-09-10,2949,C008
5871,2024-05-12,2949,C001
5872,2024-12-11,2950,C001
5873,2024-06-17,2950,C007
5874,2024-02-14,2951,C004
5875,2024-08-11,2951,C006
5876,2024-01-02,2951,C003
5877,2024-02-13,2952,C006
5878,2024-07-09,2952,C004
5879,2024-05-24,2953,C008
5880,2024-04-05,2953,C002
5881,2024-11-26,2953,C006
5882,2024-04-18,2954,C003
5883,2024-09-28,2954,C006
5884,2024-01-24,2955,C003
5885,2024-01-23,2955,C007
5886,2024-01-28,2955,C008
5887,2024-07-07,2956,C005
5888,2024-11-09,2957,C008
5889,2024-06-28,2957,C001
5890,2024-10-13,2958,C008
5891,2024-04-06,2958,C005
5892,2024-01-14,2958,C006
5893,2024-06-01,2959,C008
5894,2024-05-25,2959,C001
5895,2024-12-05,2960,C007
5896,2024-03-23,2961,C003
5897,2024-06-11,2961,C002
5898,2024-02-22,2962,C004
5899,2024-08-25,2963,C001
5900,2024-11-16,2963,C008
5901,2024-03-01,2964,C007
5902,2024-05-06,2964,C002
5903,2024-07-06,2964,C001
5904,2024-04-15,2965,C006
5905,2024-06-13,2965,C007
5906,2024-09-23,2965,C004
5907,2024-07-05,2966,C007
5908,2024-06-03,2966,C005
5909,2024-11-02,2967,C003
5910,2024-03-10,2967,C001
5911,2024-01-11,2967,C005
5912,2024-11-10,2968,C002
5913,2024-04-27,2968,C004
5914,2024-03-15,2968,C008
5915,2024-10-07,2969,C006
5916,2024-10-01,2970,C002
5917,2024-12-02,2971,C007
5918,2024-03-24,2971,C004
5919,2024-03-08,2972,C008
5920,2024-02-09,2972,C005
5921,2024-10-20,2972,C001
5922,2024-08-16,2973,C002
5923,2024-06-23,2973,C006
5924,2024-12-01,2974,C006
5925,2024-03-08,2974,C004
5926,2024-03-18,2975,C007
5927,2024-10-18,2976,C003
5928,2024-03-28,2977,C004
5929,2024-04-11,2977,C001
5930,2024-09-22,2977,C006
5931,2024-01-28,2978,C003
5932,2024-09-22,2978,C007
5933,2024-10-15,2979,C002
5934,2024-01-16,2980,C008
5935,2024-06-18,2980,C007
5936,2024-01-17,2980,C003
5937,2024-04-12,2981,C008
5938,2024-09-17,2981,C007
5939,2024-11-10,2982,C003
5940,2024-11-04,2982,C006
5941,2024-07-16,2982,C008
5942,2024-09-23,2983,C003
5943,2024-02-08,2983,C005
5944,2024-12-24,2983,C006
5945,2024-04-12,2984,C005
5946,2024-08-06,2984,C001
5947,2024-03-11,2984,C003
5948,2024-04-13,2985,C005
5949,2024-08-12,2985,C002
5950,2024-03-02,2986,C001
5951,2024-11-22,2986,C003
5952,2024-05-24,2986,C007
5953,2024-08-19,2987,C002
5954,2024-08-11,2987,C007
5955,2024-08-14,2987,C005
5956,2024-02-21,2988,C002
5957,2024-03-18,2989,C006
5958,2024-07-21,2990,C005
5959,2024-03-24,2991,C005
5960,2024-02-26,2991,C001
5961,2024-05-21,2992,C007
5962,2024-04-27,2992,C008
5963,2024-12-16,2992,C001
5964,2024-03-12,2993,C002
5965,2024-06-20,2994,C006
5966,2024-07-07,2994,C002
5967,2024-02-26,2995,C002
5968,2024-07-16,2995,C004
5969,2024-05-03,2995,C007
5970,2024-02-11,2996,C005
5971,2024-08-27,2996,C008
5972,2024-09-03,2996,C002
5973,2024-07-02,2997,C006
5974,2024-07-10,2997,C008
5975,2024-05-20,2997,C002
5976,2024-04-26,2998,C001
5977,2024-10-26,2999,C002
5978,2024-05-09,2999,C001
5979,2024-07-15,2999,C004
5980,2024-07-03,3000,C006
5981,2024-05-27,3000,C008
5982,2024-08-21,3000,C005
5983,2024-05-28,3001,C002
5984,2024-07-25,3001,C006
5985,2024-04-01,3002,C001
5986,2024-06-06,3002,C002
5987,2024-02-16,3002,C007
5988,2024-04-24,3003,C006
5989,2024-03-05,3003,C008
5990,2024-01-15,3003,C005
5991,2024-12-10,3004,C008
5992,2024-09-22,3004,C007
5993,2024-03-03,3004,C004
5994,2024-12-02,3005,C003
5995,2024-03-13,3005,C008
5996,2024-06-18,3005,C004
5997,2024-08-10,3006,C002
5998,2024-08-17,3007,C007
5999,2024-06-28,3007,C002
6000,2024-04-20,3007,C005
6001,2024-10-05,3008,C001
6002,2024-05-25,3008,C004
6003,2024-09-04,3008,C007
6004,2024-05-23,3009,C007
6005,2024-03-20,3009,C004
6006,2024-03-08,3009,C005
6007,2024-03-07,3010,C002
6008,2024-06-13,3010,C007
6009,2024-04-28,3010,C008
6010,2024-06-22,3011,C008
6011,2024-01-13,3012,C008
6012,2024-04-17,3012,C005
6013,2024-12-03,3013,C001
6014,2024-08-08,3013,C006
6015,2024-04-28,3013,C004
6016,2024-09-22,3014,C002
6017,2024-12-07,3014,C001
6018,2024-04-06,3014,C005
6019,2024-07-25,3015,C003
6020,2024-09-17,3015,C002
6021,2024-03-17,3016,C002
6022,2024-11-19,3017,C003
6023,2024-09-08,3017,C006
6024,2024-11-05,3017,C007
6025,2024-05-02,3018,C005
6026,2024-05-16,3019,C004
6027,2024-05-09,3019,C007
6028,2024-09-14,3019,C003
6029,2024-10-06,3020,C007
6030,2024-10-26,3020,C005
6031,2024-03-13,3020,C002
6032,2024-04-27,3021,C008
6033,2024-12-09,3021,C001
6034,2024-09-18,3021,C006
6035,2024-09-23,3022,C005
6036,2024-04-09,3023,C005
6037,2024-11-06,3023,C002
6038,2024-09-19,3024,C004
6039,2024-08-02,3025,C007
6040,2024-07-19,3026,C004
6041,2024-12-06,3027,C005
6042,2024-01-12,3028,C001
6043,2024-08-06,3028,C003
6044,2024-07-17,3029,C002
6045,2024-05-09,3029,C007
6046,2024-05-14,3030,C004
6047,2024-09-06,3030,C001
6048,2024-11-02,3031,C008
6049,2024-07-11,3031,C007
6050,2024-01-01,3032,C004
6051,2024-04-15,3032,C002
6052,2024-01-22,3033,C006
6053,2024-10-21,3033,C002
6054,2024-08-19,3034,C005
6055,2024-06-17,3035,C002
6056,2024-03-22,3036,C004
6057,2024-01-20,3036,C007
6058,2024-03-06,3036,C005
6059,2024-03-10,3037,C008
6060,2024-05-05,3037,C001
6061,2024-03-08,3037,C004
6062,2024-06-27,3038,C004
6063,2024-02-13,3039,C003
6064,2024-01-02,3039,C004
6065,2024-06-07,3039,C005
6066,2024-12-01,3040,C001
6067,2024-11-13,3041,C006
6068,2024-04-22,3041,C007
6069,2024-04-17,3042,C003
6070,2024-10-19,3043,C006
6071,2024-03-28,3043,C008
6072,2024-10-28,3043,C001
6073,2024-01-23,3044,C002
6074,2024-11-25,3045,C007
6075,2024-08-18,3045,C006
6076,2024-06-28,3046,C001
6077,2024-03-19,3046,C004
6078,2024-02-17,3046,C002
6079,2024-05-06,3047,C008
6080,2024-03-26,3047,C002
6081,2024-08-16,3048,C004
6082,2024-03-19,3049,C004
6083,2024-01-23,3050,C002
6084,2024-08-22,3050,C004
6085,2024-08-12,3051,C008
6086,2024-10-12,3051,C006
6087,2024-05-17,3052,C008
6088,2024-11-08,3052,C001
6089,2024-06-21,3053,C002
6090,2024-12-08,3054,C004
6091,2024-08-08,3054,C002
6092,2024-07-14,3055,C002
6093,2024-03-13,3055,C008
6094,2024-11-27,3055,C006
6095,2024-07-25,3056,C001
6096,2024-04-28,3056,C004
6097,2024-02-02,3056,C002
6098,2024-11-11,3057,C007
6099,2024-12-10,3057,C005
6100,2024-05-22,3057,C001
6101,2024-05-22,3058,C005
6102,2024-06-22,3058,C006
6103,2024-08-27,3059,C004
6104,2024-09-08,3060,C007
6105,2024-02-18,3060,C003
6106,2024-10-16,3060,C004
6107,2024-06-26,3061,C003
6108,2024-06-26,3062,C007
6109,2024-05-26,3063,C006
6110,2024-12-09,3063,C002
6111,2024-03-26,3064,C001
6112,2024-04-01,3064,C005
6113,2024-03-23,3065,C004
6114,2024-12-19,3066,C008
6115,2024-12-21,3066,C001
6116,2024-04-02,3066,C005
6117,2024-05-05,3067,C001
6118,2024-05-10,3067,C004
6119,2024-11-15,3067,C008
6120,2024-08-01,3068,C002
6121,2024-12-09,3068,C004
6122,2024-10-21,3069,C007
6123,2024-12-06,3069,C003
6124,2024-07-02,3070,C005
6125,2024-03-13,3070,C007
6126,2024-01-09,3071,C004
6127,2024-04-09,3072,C003
6128,2024-08-01,3072,C001
6129,2024-09-10,3072,C002
6130,2024-04-10,3073,C005
6131,2024-10-04,3073,C008
6132,2024-08-09,3074,C008
6133,2024-08-09,3074,C003
6134,2024-10-06,3074,C006
6135,2024-11-08,3075,C008
6136,2024-03-20,3075,C001
6137,2024-02-27,3076,C005
6138,2024-12-17,3077,C008
6139,2024-04-10,3077,C001
6140,2024-02-03,3078,C005
6141,2024-09-17,3079,C006
6142,2024-09-26,3080,C003
6143,2024-08-05,3080,C007
6144,2024-05-18,3080,C005
6145,2024-11-12,3081,C007
6146,2024-07-18,3082,C007
6147,2024-05-22,3082,C004
6148,2024-09-01,3083,C004
6149,2024-07-14,3084,C003
6150,2024-12-17,3085,C002
6151,2024-05-02,3086,C005
6152,2024-02-10,3087,C004
6153,2024-06-21,3087,C002
6154,2024-12-01,3087,C003
6155,2024-10-01,3088,C001
6156,2024-05-08,3089,C006
6157,2024-02-01,3089,C003
6158,2024-08-02,3089,C002
6159,2024-12-04,3090,C005
6160,2024-09-01,3091,C008
6161,2024-02-02,3092,C008
6162,2024-10-02,3092,C002
6163,2024-07-06,3092,C005
6164,2024-03-16,3093,C004
6165,2024-07-08,3094,C001
6166,2024-07-25,3095,C005
6167,2024-03-19,3095,C002
6168,2024-10-10,3096,C001
6169,2024-09-04,3096,C002
6170,2024-02-22,3096,C006
6171,2024-10-16,3097,C003
6172,2024-08-05,3098,C005
6173,2024-01-21,3098,C001
6174,2024-09-12,3099,C002
6175,2024-04-07,3099,C003
6176,2024-05-26,3100,C006
6177,2024-05-14,3101,C005
6178,2024-02-01,3102,C002
6179,2024-01-27,3102,C008
6180,2024-09-08,3102,C001
6181,2024-09-20,3103,C007
6182,2024-04-21,3104,C001
6183,2024-08-01,3104,C002
6184,2024-04-25,3104,C004
6185,2024-07-05,3105,C007
6186,2024-03-08,3105,C008
6187,2024-06-19,3105,C001
6188,2024-07-05,3106,C007
6189,2024-11-21,3107,C004
6190,2024-09-16,3107,C005
6191,2024-05-01,3107,C007
6192,2024-01-17,3108,C001
6193,2024-06-21,3108,C002
6194,2024-03-12,3108,C006
6195,2024-07-27,3109,C006
6196,2024-09-10,3109,C007
6197,2024-08-06,3110,C002
6198,2024-08-23,3110,C006
6199,2024-08-26,3111,C001
6200,2024-03-09,3111,C002
6201,2024-02-25,3111,C006
6202,2024-03-25,3112,C008
6203,2024-03-11,3112,C003
6204,2024-07-16,3112,C004
6205,2024-03-03,3113,C005
6206,2024-07-16,3114,C003
6207,2024-08-10,3114,C007
6208,2024-11-01,3115,C008
6209,2024-06-16,3115,C001
6210,2024-08-08,3115,C007
6211,2024-09-06,3116,C006
6212,2024-06-12,3117,C004
6213,2024-11-28,3117,C001
6214,2024-04-17,3118,C002
6215,2024-03-12,3118,C005
6216,2024-05-07,3118,C004
6217,2024-08-12,3119,C006
6218,2024-02-01,3119,C005
6219,2024-03-13,3120,C006
6220,2024-10-06,3120,C004
6221,2024-09-27,3121,C007
6222,2024-10-28,3122,C003
6223,2024-03-06,3122,C001
6224,2024-01-11,3123,C002
6225,2024-08-22,3123,C008
6226,2024-10-15,3123,C004
6227,2024-03-08,3124,C003
6228,2024-08-21,3124,C004
6229,2024-03-20,3124,C001
6230,2024-04-25,3125,C004
6231,2024-12-06,3125,C003
6232,2024-05-15,3126,C001
6233,2024-05-09,3127,C004
6234,2024-06-15,3127,C005
6235,2024-07-04,3128,C003
6236,2024-07-16,3129,C007
6237,2024-10-06,3129,C004
6238,2024-08-05,3129,C005
6239,2024-09-13,3130,C005
6240,2024-01-03,3130,C008
6241,2024-11-25,3131,C008
6242,2024-12-27,3131,C003
6243,2024-03-24,3132,C007
6244,2024-02-23,3132,C002
6245,2024-07-16,3133,C002
6246,2024-05-21,3133,C003
6247,2024-06-01,3134,C001
6248,2024-10-04,3135,C004
6249,2024-05-13,3135,C005
6250,2024-11-17,3136,C002
6251,2024-10-12,3137,C005
6252,2024-08-12,3137,C001
6253,2024-09-03,3137,C004
6254,2024-04-14,3138,C002
6255,2024-10-22,3138,C005
6256,2024-01-15,3138,C004
6257,2024-10-20,3139,C007
6258,2024-04-22,3139,C006
6259,2024-08-24,3140,C002
6260,2024-04-05,3140,C007
6261,2024-06-18,3141,C008
6262,2024-12-07,3141,C001
6263,2024-10-27,3141,C003
6264,2024-04-05,3142,C008
6265,2024-06-10,3143,C002
6266,2024-07-01,3143,C003
6267,2024-07-09,3144,C001
6268,2024-11-20,3144,C004
6269,2024-12-16,3145,C004
6270,2024-05-10,3146,C002
6271,2024-10-20,3146,C005
6272,2024-08-02,3146,C007
6273,2024-06-23,3147,C001
6274,2024-05-18,3147,C003
6275,2024-04-11,3148,C002
6276,2024-08-25,3149,C005
6277,2024-12-12,3149,C006
6278,2024-10-23,3149,C008
6279,2024-09-10,3150,C004
6280,2024-10-28,3150,C003
6281,2024-07-25,3150,C002
6282,2024-11-27,3151,C003
6283,2024-11-20,3152,C006
6284,2024-03-06,3152,C003
6285,2024-02-23,3152,C007
6286,2024-11-25,3153,C007
6287,2024-12-05,3153,C002
6288,2024-12-28,3154,C008
6289,2024-02-03,3154,C007
6290,2024-07-05,3154,C005
6291,2024-10-04,3155,C004
6292,2024-04-12,3155,C006
6293,2024-03-21,3156,C004
6294,2024-04-22,3157,C003
6295,2024-07-21,3158,C002
6296,2024-07-22,3158,C006
6297,2024-08-10,3159,C001
6298,2024-05-07,3160,C005
6299,2024-10-26,3160,C007
6300,2024-02-26,3161,C003
6301,2024-02-02,3161,C001
6302,2024-05-25,3161,C004
6303,2024-09-06,3162,C007
6304,2024-10-22,3162,C003
6305,2024-06-15,3162,C004
6306,2024-06-01,3163,C008
6307,2024-08-04,3163,C004
6308,2024-09-03,3163,C003
6309,2024-06-21,3164,C001
6310,2024-12-02,3164,C002
6311,2024-09-10,3164,C003
6312,2024-04-10,3165,C003
6313,2024-03-16,3166,C008
6314,2024-06-21,3166,C007
6315,2024-08-27,3167,C006
6316,2024-11-23,3167,C004
6317,2024-01-19,3168,C008
6318,2024-02-16,3169,C007
6319,2024-07-01,3170,C005
6320,2024-07-16,3171,C005
6321,2024-06-18,3171,C007
6322,2024-01-26,3171,C003
6323,2024-11-01,3172,C005
6324,2024-02-07,3172,C008
6325,2024-04-20,3172,C002
6326,2024-11-11,3173,C001
6327,2024-05-28,3173,C004
6328,2024-04-05,3174,C002
6329,2024-05-04,3174,C001
6330,2024-01-23,3174,C005
6331,2024-07-10,3175,C005
6332,2024-04-10,3176,C007
6333,2024-02-20,3177,C001
6334,2024-01-24,3177,C006
6335,2024-03-12,3177,C003
6336,2024-10-01,3178,C002
6337,2024-05-27,3179,C005
6338,2024-07-23,3180,C004
6339,2024-08-05,3181,C007
6340,2024-03-28,3182,C008
6341,2024-01-25,3182,C004
6342,2024-09-26,3183,C008
6343,2024-04-21,3183,C006
6344,2024-03-10,3183,C007
6345,2024-02-04,3184,C004
6346,2024-07-24,3184,C003
6347,2024-12-21,3184,C008
6348,2024-04-08,3185,C008
6349,2024-10-04,3186,C008
6350,2024-09-25,3186,C006
6351,2024-04-17,3186,C001
6352,2024-03-14,3187,C004
6353,2024-09-16,3187,C002
6354,2024-08-15,3188,C007
6355,2024-04-02,3188,C008
6356,2024-07-02,3188,C002
6357,2024-02-16,3189,C004
6358,2024-10-05,3189,C008
6359,2024-09-14,3189,C006
6360,2024-08-15,3190,C005
6361,2024-08-23,3191,C003
6362,2024-11-24,3192,C003
6363,2024-09-05,3192,C005
6364,2024-01-20,3193,C006
6365,2024-10-20,3194,C005
6366,2024-12-28,3194,C007
6367,2024-09-02,3195,C006
6368,2024-08-25,3196,C008
6369,2024-10-03,3196,C001
6370,2024-10-25,3196,C006
6371,2024-12-17,3197,C006
6372,2024-06-06,3198,C004
6373,2024-05-27,3198,C007
6374,2024-06-09,3198,C003
6375,2024-08-11,3199,C008
6376,2024-03-03,3199,C006
6377,2024-02-19,3200,C003
6378,2024-04-26,3201,C005
6379,2024-09-20,3202,C001
6380,2024-07-16,3202,C002
6381,2024-02-27,3202,C008
6382,2024-10-25,3203,C002
6383,2024-02-14,3203,C007
6384,2024-01-19,3203,C006
6385,2024-07-18,3204,C003
6386,2024-04-19,3205,C008
6387,2024-12-27,3205,C007
6388,2024-11-11,3205,C003
6389,2024-03-16,3206,C003
6390,2024-06-17,3207,C007
6391,2024-02-24,3208,C008
6392,2024-07-16,3209,C004
6393,2024-10-10,3210,C006
6394,2024-10-04,3210,C001
6395,2024-11-17,3211,C007
6396,2024-02-25,3211,C006
6397,2024-10-04,3211,C003
6398,2024-08-17,3212,C006
6399,2024-02-24,3212,C005
6400,2024-05-13,3212,C004
6401,2024-04-15,3213,C008
6402,2024-06-26,3213,C007
6403,2024-01-27,3214,C008
6404,2024-12-17,3215,C008
6405,2024-10-24,3216,C002
6406,2024-10-05,3217,C006
6407,2024-11-07,3217,C005
6408,2024-06-24,3218,C001
6409,2024-09-17,3218,C003
6410,2024-07-07,3218,C004
6411,2024-05-18,3219,C004
6412,2024-08-22,3219,C001
6413,2024-01-23,3219,C002
6414,2024-01-25,3220,C008
6415,2024-07-27,3220,C006
6416,2024-09-18,3220,C002
6417,2024-08-20,3221,C002
6418,2024-09-10,3221,C006
6419,2024-04-27,3221,C003
6420,2024-07-10,3222,C003
6421,2024-11-27,3223,C004
6422,2024-07-17,3223,C005
6423,2024-03-14,3224,C001
6424,2024-12-22,3224,C005
6425,2024-02-17,3224,C008
6426,2024-01-28,3225,C001
6427,2024-01-15,3225,C004
6428,2024-08-10,3225,C005
6429,2024-01-03,3226,C006
6430,2024-08-22,3226,C001
6431,2024-06-04,3226,C008
6432,2024-11-18,3227,C008
6433,2024-04-10,3227,C004
6434,2024-10-24,3228,C007
6435,2024-10-03,3229,C001
6436,2024-02-02,3229,C002
6437,2024-02-09,3229,C003
6438,2024-03-01,3230,C006
6439,2024-10-06,3231,C003
6440,2024-02-13,3232,C006
6441,2024-03-03,3232,C004
6442,2024-05-25,3233,C001
6443,2024-09-18,3234,C001
6444,2024-11-15,3234,C003
6445,2024-07-04,3235,C007
6446,2024-01-21,3235,C005
6447,2024-04-16,3236,C002
6448,2024-07-16,3236,C008
6449,2024-12-02,3237,C003
6450,2024-06-15,3237,C004
6451,2024-12-26,3238,C007
6452,2024-03-01,3238,C003
6453,2024-06-09,3238,C008
6454,2024-07-20,3239,C004
6455,2024-12-22,3239,C008
6456,2024-01-14,3239,C003
6457,2024-07-09,3240,C008
6458,2024-01-12,3240,C007
6459,2024-12-10,3241,C001
6460,2024-05-01,3241,C007
6461,2024-12-18,3241,C006
6462,2024-12-24,3242,C004
6463,2024-06-27,3243,C003
6464,2024-11-05,3243,C001
6465,2024-11-13,3244,C001
6466,2024-05-10,3244,C007
6467,2024-03-01,3245,C002
6468,2024-04-09,3245,C004
6469,2024-07-18,3245,C008
6470,2024-11-28,3246,C005
6471,2024-10-11,3246,C002
6472,2024-05-16,3246,C008
6473,2024-07-25,3247,C002
6474,2024-01-09,3247,C006
6475,2024-04-11,3248,C001
6476,2024-09-17,3248,C003
6477,2024-05-09,3248,C004
6478,2024-02-05,3249,C005
6479,2024-05-13,3249,C008
6480,2024-08-02,3250,C006
6481,2024-10-01,3251,C003
6482,2024-09-19,3251,C004
6483,2024-03-19,3251,C002
6484,2024-02-25,3252,C004
6485,2024-06-25,3253,C002
6486,2024-09-21,3253,C008
6487,2024-02-01,3253,C003
6488,2024-01-28,3254,C004
6489,2024-10-18,3254,C007
6490,2024-09-01,3254,C005
6491,2024-06-10,3255,C004
6492,2024-03-17,3255,C002
6493,2024-07-25,3255,C006
6494,2024-05-09,3256,C005
6495,2024-10-26,3256,C006
6496,2024-05-16,3256,C007
6497,2024-02-10,3257,C007
6498,2024-03-11,3257,C006
6499,2024-04-10,3258,C006
6500,2024-08-02,3258,C004
6501,2024-10-15,3258,C005
6502,2024-05-03,3259,C002
6503,2024-11-27,3259,C008
6504,2024-05-11,3260,C005
6505,2024-01-19,3260,C002
6506,2024-04-02,3261,C001
6507,2024-03-26,3262,C006
6508,2024-01-24,3263,C006
6509,2024-08-04,3264,C003
6510,2024-06-06,3264,C007
6511,2024-08-26,3264,C008
6512,2024-07-13,3265,C004
6513,2024-09-27,3265,C006
6514,2024-09-19,3266,C001
6515,2024-01-10,3266,C005
6516,2024-04-26,3267,C001
6517,2024-10-09,3267,C005
6518,2024-01-15,3268,C003
6519,2024-07-19,3268,C007
6520,2024-07-18,3269,C004
6521,2024-10-05,3269,C007
6522,2024-09-19,3270,C003
6523,2024-03-27,3271,C008
6524,2024-07-19,3271,C005
6525,2024-08-02,3271,C002
6526,2024-08-12,3272,C007
6527,2024-03-27,3273,C002
6528,2024-09-22,3273,C008
6529,2024-06-20,3273,C003
6530,2024-07-12,3274,C008
6531,2024-01-02,3275,C006
6532,2024-10-12,3275,C003
6533,2024-04-19,3275,C005
6534,2024-08-01,3276,C005
6535,2024-05-16,3276,C006
6536,2024-01-23,3276,C008
6537,2024-01-11,3277,C005
6538,2024-02-19,3278,C005
6539,2024-06-18,3279,C005
6540,2024-01-21,3280,C003
6541,2024-09-28,3280,C005
6542,2024-03-21,3280,C004
6543,2024-09-02,3281,C001
6544,2024-09-26,3281,C007
6545,2024-07-25,3281,C004
6546,2024-07-06,3282,C007
6547,2024-02-08,3283,C002
6548,2024-01-15,3283,C008
6549,2024-02-24,3283,C006
6550,2024-02-12,3284,C006
6551,2024-07-22,3284,C002
6552,2024-07-19,3285,C006
6553,2024-11-05,3286,C008
6554,2024-07-19,3286,C002
6555,2024-01-19,3286,C003
6556,2024-05-17,3287,C002
6557,2024-05-17,3288,C008
6558,2024-05-03,3288,C007
6559,2024-02-19,3288,C003
6560,2024-06-26,3289,C005
6561,2024-07-08,3289,C007
6562,2024-12-28,3289,C004
6563,2024-10-08,3290,C008
6564,2024-04-12,3291,C003
6565,2024-01-15,3292,C002
6566,2024-02-02,3292,C006
6567,2024-07-09,3293,C003
6568,2024-06-13,3293,C006
6569,2024-02-05,3294,C003
6570,2024-01-13,3295,C002
6571,2024-10-28,3296,C005
6572,2024-07-05,3296,C002
6573,2024-08-02,3296,C004
6574,2024-09-16,3297,C007
6575,2024-09-26,3297,C003
6576,2024-11-17,3298,C008
6577,2024-09-22,3299,C004
6578,2024-07-12,3299,C003
6579,2024-07-07,3300,C003
6580,2024-01-28,3300,C002
6581,2024-07-05,3300,C006
6582,2024-11-27,3301,C008
6583,2024-09-20,3301,C004
6584,2024-09-18,3302,C004
6585,2024-10-18,3303,C003
6586,2024-04-04,3304,C007
6587,2024-12-03,3304,C002
6588,2024-10-12,3305,C006
6589,2024-01-05,3305,C004
6590,2024-08-19,3306,C007
6591,2024-10-03,3307,C002
6592,2024-07-24,3307,C004
6593,2024-05-18,3308,C007
6594,2024-08-28,3308,C005
6595,2024-03-11,3309,C002
6596,2024-11-18,3310,C008
6597,2024-07-05,3310,C002
6598,2024-04-12,3311,C008
6599,2024-08-14,3311,C003
6600,2024-11-21,3312,C004
6601,2024-07-05,3312,C005
6602,2024-06-20,3313,C004
6603,2024-10-03,3314,C005
6604,2024-02-23,3315,C002
6605,2024-03-27,3315,C004
6606,2024-02-17,3316,C007
6607,2024-03-08,3316,C005
6608,2024-08-13,3317,C003
6609,2024-05-25,3317,C008
6610,2024-10-06,3317,C007
6611,2024-01-28,3318,C003
6612,2024-07-15,3318,C005
6613,2024-10-27,3318,C002
6614,2024-08-07,3319,C006
6615,2024-06-08,3320,C005
6616,2024-10-28,3320,C001
6617,2024-06-11,3321,C007
6618,2024-02-28,3321,C008
6619,2024-01-13,3321,C003
6620,2024-07-08,3322,C002
6621,2024-05-19,3323,C005
6622,2024-05-04,3323,C007
6623,2024-04-21,3323,C006
6624,2024-05-28,3324,C003
